stop_id,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding,location
1,Jackson & Austin Terminal,41.87632184,-87.77410482,0,1,"(41.87632184, -87.77410482)"
2,5900 W Jackson,41.87706679,-87.77131794,0,1,"(41.87706679, -87.77131794)"
3,Jackson & Menard,41.87695725,-87.76975039,0,1,"(41.87695725, -87.76975039)"
4,5700 W Jackson,41.87702418,-87.76745055,0,1,"(41.87702418, -87.76745055)"
6,Jackson & Lotus,41.876513,-87.761446,0,1,"(41.876513, -87.761446)"
7,5351 W Jackson,41.87655197,-87.75892544,0,1,"(41.87655197, -87.75892544)"
8,Jackson & Lockwood,41.876564,-87.757313,0,1,"(41.876564, -87.757313)"
9,Jackson & Laramie,41.87659463,-87.75461526,0,1,"(41.87659463, -87.75461526)"
10,Jackson & Leamington,41.87662635,-87.7531684,0,1,"(41.87662635, -87.7531684)"
11,5047 W Jackson,41.8766513,-87.75128256,0,1,"(41.8766513, -87.75128256)"
12,Jackson & Lavergne,41.87662062,-87.74912362,0,1,"(41.87662062, -87.74912362)"
13,4849 W Jackson,41.87668892,-87.74701737,0,1,"(41.87668892, -87.74701737)"
14,Jackson & Cicero,41.87676314,-87.74483066,0,1,"(41.87676314, -87.74483066)"
15,Jackson & Kilpatrick,41.87682975,-87.74254901,0,1,"(41.87682975, -87.74254901)"
16,Jackson & Kenton,41.87683358,-87.74058525,0,1,"(41.87683358, -87.74058525)"
17,Jackson & Kolmar,41.87685748,-87.73934698,0,1,"(41.87685748, -87.73934698)"
18,Jackson & Kilbourn,41.87688572,-87.73761421,0,1,"(41.87688572, -87.73761421)"
19,Jackson & Kostner,41.87691497,-87.73515882,0,1,"(41.87691497, -87.73515882)"
20,Jackson & Kildare,41.876933,-87.73265,0,1,"(41.876933, -87.73265)"
21,Jackson & Keeler,41.876963,-87.7302,0,1,"(41.876963, -87.7302)"
22,Jackson & Karlov,41.8770066,-87.72780787,0,1,"(41.8770066, -87.72780787)"
23,Jackson & Pulaski,41.87704003,-87.72532923,0,1,"(41.87704003, -87.72532923)"
24,Jackson & Springfield,41.87706855,-87.72295441,0,1,"(41.87706855, -87.72295441)"
25,Jackson & Hamlin,41.87708065,-87.72082664,0,1,"(41.87708065, -87.72082664)"
26,Jackson & Central Park,41.87714182,-87.7154772,0,1,"(41.87714182, -87.7154772)"
27,Jackson & St. Louis,41.877181,-87.713241,0,1,"(41.877181, -87.713241)"
29,Jackson & Spaulding,41.87723116,-87.70827664,0,1,"(41.87723116, -87.70827664)"
30,Jackson & Kedzie,41.87725804,-87.70577393,0,1,"(41.87725804, -87.70577393)"
31,Jackson & Albany,41.877288,-87.703323,0,1,"(41.877288, -87.703323)"
32,Jackson & Sacramento,41.877318,-87.700867,0,1,"(41.877318, -87.700867)"
33,Jackson & Francisco,41.877348,-87.69841,0,1,"(41.877348, -87.69841)"
34,Jackson & California,41.87737082,-87.69595515,0,1,"(41.87737082, -87.69595515)"
35,Jackson & Washtenaw,41.87739943,-87.69355299,0,1,"(41.87739943, -87.69355299)"
36,2609 W Jackson,41.8774236,-87.69165753,0,1,"(41.8774236, -87.69165753)"
38,Jackson & Western,41.877478,-87.686093,0,1,"(41.877478, -87.686093)"
39,Jackson & Oakley,41.877496,-87.683652,0,1,"(41.877496, -87.683652)"
40,Jackson & Leavitt,41.87754396,-87.68127094,0,1,"(41.87754396, -87.68127094)"
41,Jackson & Hoyne,41.87739502,-87.67873587,0,1,"(41.87739502, -87.67873587)"
42,Jackson & Damen,41.877421,-87.67667235,0,1,"(41.877421, -87.67667235)"
44,Damen & Congress,41.87513747,-87.67664239,0,1,"(41.87513747, -87.67664239)"
48,Harrison & Wood,41.874059,-87.671334,0,1,"(41.874059, -87.671334)"
49,Harrison & Paulina,41.87409,-87.669231,0,1,"(41.87409, -87.669231)"
50,Ashland & Congress,41.87508698,-87.66643194,0,1,"(41.87508698, -87.66643194)"
51,Ashland & Van Buren,41.87655158,-87.66651521,0,1,"(41.87655158, -87.66651521)"
52,Malcolm X College,41.87743988,-87.67402389,0,1,"(41.87743988, -87.67402389)"
53,Jackson & Ogden,41.87748733,-87.67103731,0,1,"(41.87748733, -87.67103731)"
54,Jackson & Paulina,41.8775244,-87.66899047,0,1,"(41.8775244, -87.66899047)"
55,Jackson & Ashland,41.87755467,-87.66689065,0,1,"(41.87755467, -87.66689065)"
56,Jackson & Laflin,41.87759,-87.664068,0,1,"(41.87759, -87.664068)"
57,Jackson & Loomis,41.877634,-87.661652,0,1,"(41.877634, -87.661652)"
59,Jackson & Racine,41.87772931,-87.65677916,0,1,"(41.87772931, -87.65677916)"
60,Jackson & Aberdeen,41.877751,-87.654338,0,1,"(41.877751, -87.654338)"
61,Jackson & Morgan,41.87780698,-87.65169869,0,1,"(41.87780698, -87.65169869)"
63,Jackson & Peoria,41.87784819,-87.64946073,0,1,"(41.87784819, -87.64946073)"
64,Jackson & Halsted,41.8778898,-87.64696658,0,1,"(41.8778898, -87.64696658)"
65,Jackson & Desplaines,41.87792686,-87.64375065,0,1,"(41.87792686, -87.64375065)"
67,Jackson & Canal,41.877997,-87.639776,0,1,"(41.877997, -87.639776)"
68,Jackson & Franklin,41.878051,-87.635401,0,1,"(41.878051, -87.635401)"
69,Jackson & Financial Place,41.878081,-87.632868,0,1,"(41.878081, -87.632868)"
70,Jackson & Dearborn,41.878121,-87.629467,0,1,"(41.878121, -87.629467)"
71,Jackson & State,41.878141,-87.627899,0,1,"(41.878141, -87.627899)"
72,Jackson & Wabash,41.878208,-87.625752,0,1,"(41.878208, -87.625752)"
73,Michigan & Van Buren/Congress,41.876271,-87.624396,0,1,"(41.876271, -87.624396)"
74,Congress Plaza & Michigan,41.87485809,-87.62355113,0,1,"(41.87485809, -87.62355113)"
75,Michigan & Van Buren,41.87669,-87.62416,0,1,"(41.87669, -87.62416)"
76,Michigan & Jackson,41.878135,-87.624193,0,1,"(41.878135, -87.624193)"
77,Adams & Wabash,41.879575,-87.625884,0,1,"(41.879575, -87.625884)"
80,Adams & Wells,41.879426,-87.634024,0,1,"(41.879426, -87.634024)"
86,Van Buren & Jefferson,41.876778,-87.642319,0,1,"(41.876778, -87.642319)"
87,Van Buren & Desplaines,41.87676,-87.643782,0,1,"(41.87676, -87.643782)"
88,Van Buren & Halsted,41.876726,-87.647048,0,1,"(41.876726, -87.647048)"
89,Van Buren & Peoria,41.876682,-87.649401,0,1,"(41.876682, -87.649401)"
92,Van Buren & Aberdeen,41.87661688,-87.6544072,0,1,"(41.87661688, -87.6544072)"
93,Van Buren & Racine,41.87657583,-87.65680352,0,1,"(41.87657583, -87.65680352)"
94,Van Buren & Throop,41.87652937,-87.65932106,0,1,"(41.87652937, -87.65932106)"
96,Van Buren & Laflin,41.87644665,-87.66410017,0,1,"(41.87644665, -87.66410017)"
97,Van Buren & Ashland,41.87640948,-87.66647087,0,1,"(41.87640948, -87.66647087)"
99,Van Buren & Ogden,41.87632903,-87.67187647,0,1,"(41.87632903, -87.67187647)"
100,Malcolm X College,41.876242,-87.674057,0,1,"(41.876242, -87.674057)"
101,Van Buren & Damen,41.87624,-87.676072,0,1,"(41.87624, -87.676072)"
103,Harrison & Paulina,41.87421,-87.66897,0,1,"(41.87421, -87.66897)"
107,Harrison & Ogden,41.8741415,-87.67454701,0,1,"(41.8741415, -87.67454701)"
108,Harrison & Damen,41.87410934,-87.67632053,0,1,"(41.87410934, -87.67632053)"
111,Damen & Jackson,41.87740942,-87.67635136,0,1,"(41.87740942, -87.67635136)"
118,Jackson & Rockwell,41.87755894,-87.69097077,0,1,"(41.87755894, -87.69097077)"
119,Jackson & Washtenaw,41.87752503,-87.69403232,0,1,"(41.87752503, -87.69403232)"
120,Jackson & California,41.87749585,-87.69648347,0,1,"(41.87749585, -87.69648347)"
121,Jackson & Francisco,41.87747326,-87.6987788,0,1,"(41.87747326, -87.6987788)"
122,Jackson & Sacramento,41.87744329,-87.70133446,0,1,"(41.87744329, -87.70133446)"
123,Jackson & Albany,41.87740982,-87.70378269,0,1,"(41.87740982, -87.70378269)"
124,Jackson & Kedzie,41.87739519,-87.70627812,0,1,"(41.87739519, -87.70627812)"
125,Jackson & Spaulding,41.8773701,-87.70855292,0,1,"(41.8773701, -87.70855292)"
126,Jackson & Homan,41.87735315,-87.71111733,0,1,"(41.87735315, -87.71111733)"
127,Jackson & St. Louis,41.87730566,-87.71365567,0,1,"(41.87730566, -87.71365567)"
128,Central Park & Jackson,41.87701673,-87.7158695,0,1,"(41.87701673, -87.7158695)"
129,Jackson & Hamlin,41.8772105,-87.72104802,0,1,"(41.8772105, -87.72104802)"
130,Jackson & Springfield,41.8771684,-87.72332492,0,1,"(41.8771684, -87.72332492)"
131,Jackson & Pulaski,41.87713666,-87.72579473,0,1,"(41.87713666, -87.72579473)"
132,Jackson & Karlov,41.87710765,-87.72819551,0,1,"(41.87710765, -87.72819551)"
133,Jackson & Keeler,41.87707727,-87.73064873,0,1,"(41.87707727, -87.73064873)"
134,Jackson & Kildare,41.8770945,-87.73310614,0,1,"(41.8770945, -87.73310614)"
135,Jackson & Kostner,41.87701751,-87.73555571,0,1,"(41.87701751, -87.73555571)"
136,Jackson & Kilbourn,41.87698719,-87.737991,0,1,"(41.87698719, -87.737991)"
137,Jackson & Kolmar,41.87696338,-87.73943465,0,1,"(41.87696338, -87.73943465)"
138,Jackson & Kenton,41.87696546,-87.74069588,0,1,"(41.87696546, -87.74069588)"
139,Jackson & Kilpatrick,41.87692666,-87.74280741,0,1,"(41.87692666, -87.74280741)"
140,Jackson & Cicero,41.87685893,-87.74541898,0,1,"(41.87685893, -87.74541898)"
141,4900 W Jackson,41.87682102,-87.74713903,0,1,"(41.87682102, -87.74713903)"
142,Jackson & Lavergne,41.87680393,-87.74934028,0,1,"(41.87680393, -87.74934028)"
143,5056 W Jackson,41.87675729,-87.75161217,0,1,"(41.87675729, -87.75161217)"
144,Jackson & Leamington,41.87672858,-87.75353528,0,1,"(41.87672858, -87.75353528)"
145,Jackson & Laramie,41.87673038,-87.75523999,0,1,"(41.87673038, -87.75523999)"
146,Jackson & Lockwood,41.8766768,-87.75782934,0,1,"(41.8766768, -87.75782934)"
147,5400 W Jackson,41.87664899,-87.75967824,0,1,"(41.87664899, -87.75967824)"
148,Jackson & Lotus,41.87661212,-87.76154549,0,1,"(41.87661212, -87.76154549)"
149,Jackson & Central,41.87660365,-87.76459825,0,1,"(41.87660365, -87.76459825)"
150,5700 W Jackson,41.87716981,-87.76801292,0,1,"(41.87716981, -87.76801292)"
151,Jackson & Menard,41.8771099,-87.76974453,0,1,"(41.8771099, -87.76974453)"
152,Jackson & Mayfield,41.87723809,-87.7713027,0,1,"(41.87723809, -87.7713027)"
153,Harrison & Central Terminal,41.872683,-87.76479999,0,1,"(41.872683, -87.76479999)"
154,Harrison & Lotus,41.872803,-87.761654,0,1,"(41.872803, -87.761654)"
155,5400 W Harrison,41.8729,-87.759367,0,1,"(41.8729, -87.759367)"
156,Harrison & Lockwood,41.872855,-87.75752,0,1,"(41.872855, -87.75752)"
157,Harrison & Laramie,41.87288253,-87.75449102,0,1,"(41.87288253, -87.75449102)"
158,Harrison & Leamington,41.87289309,-87.75318511,0,1,"(41.87289309, -87.75318511)"
159,Harrison & Lavergne,41.87300185,-87.74920832,0,1,"(41.87300185, -87.74920832)"
160,Harrison & Cicero,41.87306462,-87.74514556,0,1,"(41.87306462, -87.74514556)"
161,Harrison & Kilpatrick,41.873099,-87.742661,0,1,"(41.873099, -87.742661)"
162,4630 W Harrison,41.873198,-87.740893,0,1,"(41.873198, -87.740893)"
163,Harrison & Kolmar,41.873205,-87.739488,0,1,"(41.873205, -87.739488)"
164,Harrison & Kilbourn,41.87321343,-87.73794849,0,1,"(41.87321343, -87.73794849)"
165,Harrison & Kostner,41.87376435,-87.73549587,0,1,"(41.87376435, -87.73549587)"
166,Kostner & Lexington,41.871629,-87.735223,0,1,"(41.871629, -87.735223)"
167,Fifth Avenue & Kostner,41.87026275,-87.73495185,0,1,"(41.87026275, -87.73495185)"
168,Fifth Avenue & Kildare,41.87089987,-87.73270091,0,1,"(41.87089987, -87.73270091)"
169,Fifth Avenue & Keeler,41.8716,-87.730102,0,1,"(41.8716, -87.730102)"
170,Fifth Avenue & Karlov,41.872297,-87.727603,0,1,"(41.872297, -87.727603)"
171,Fifth Avenue & Pulaski,41.87289549,-87.72557064,0,1,"(41.87289549, -87.72557064)"
172,Harrison & Springfield,41.873419,-87.723087,0,1,"(41.873419, -87.723087)"
174,Harrison & Independence,41.873457,-87.719565,0,1,"(41.873457, -87.719565)"
175,Harrison & Lawndale,41.873469,-87.718216,0,1,"(41.873469, -87.718216)"
177,Harrison & St. Louis,41.873541,-87.713327,0,1,"(41.873541, -87.713327)"
178,Harrison & Homan,41.873566,-87.71088,0,1,"(41.873566, -87.71088)"
179,Harrison & Spaulding,41.873602,-87.708461,0,1,"(41.873602, -87.708461)"
181,Harrison & Albany,41.87365176,-87.70351379,0,1,"(41.87365176, -87.70351379)"
182,Harrison & Sacramento,41.87368976,-87.70104879,0,1,"(41.87368976, -87.70104879)"
183,Harrison & Francisco,41.873716,-87.698661,0,1,"(41.873716, -87.698661)"
185,Harrison & Washtenaw,41.873755,-87.693779,0,1,"(41.873755, -87.693779)"
186,Harrison & Maplewood,41.873785,-87.690705,0,1,"(41.873785, -87.690705)"
187,Harrison & Campbell,41.873804,-87.688797,0,1,"(41.873804, -87.688797)"
188,Harrison & Western,41.87382334,-87.686408,0,1,"(41.87382334, -87.686408)"
189,Harrison & Oakley,41.873882,-87.683913,0,1,"(41.873882, -87.683913)"
190,Harrison & Leavitt,41.873911,-87.681449,0,1,"(41.873911, -87.681449)"
191,Harrison & Hoyne,41.87395,-87.67899,0,1,"(41.87395, -87.67899)"
192,Harrison & Damen,41.87397341,-87.67659224,0,1,"(41.87397341, -87.67659224)"
193,Harrison & Ashland,41.87410558,-87.6667937,0,1,"(41.87410558, -87.6667937)"
194,Harrison & Laflin,41.874122,-87.664252,0,1,"(41.874122, -87.664252)"
195,Harrison & Loomis,41.874138,-87.661926,0,1,"(41.874138, -87.661926)"
196,1335 W Harrison,41.874142,-87.660176,0,1,"(41.874142, -87.660176)"
197,1231 W Harrison,41.874128,-87.658412,0,1,"(41.874128, -87.658412)"
198,Harrison & Racine,41.874191,-87.657167,0,1,"(41.874191, -87.657167)"
199,1100 W Harrison,41.874231,-87.654349,0,1,"(41.874231, -87.654349)"
200,Harrison & Morgan,41.874283,-87.651938,0,1,"(41.874283, -87.651938)"
201,900 W Harrison,41.874341,-87.649132,0,1,"(41.874341, -87.649132)"
204,Halsted & Jackson,41.877832,-87.647165,0,1,"(41.877832, -87.647165)"
206,Harrison & Halsted,41.874441,-87.64775,0,1,"(41.874441, -87.64775)"
207,900 W Harrison,41.87447761,-87.64986281,0,1,"(41.87447761, -87.64986281)"
208,Harrison & Morgan,41.874463,-87.651583,0,1,"(41.874463, -87.651583)"
209,1100 W Harrison,41.874376,-87.65445,0,1,"(41.874376, -87.65445)"
210,Harrison & Racine,41.87433,-87.657447,0,1,"(41.87433, -87.657447)"
211,1232 W Harrison,41.87432,-87.658436,0,1,"(41.87432, -87.658436)"
212,1336 W Harrison,41.874335,-87.660199,0,1,"(41.874335, -87.660199)"
213,Harrison & Loomis,41.874271,-87.661608,0,1,"(41.874271, -87.661608)"
214,Harrison & Laflin,41.874251,-87.66414,0,1,"(41.874251, -87.66414)"
215,Harrison & Ashland,41.87427625,-87.66636841,0,1,"(41.87427625, -87.66636841)"
216,Harrison & Hoyne,41.874037,-87.678729,0,1,"(41.874037, -87.678729)"
217,Harrison & Leavitt,41.874009,-87.681205,0,1,"(41.874009, -87.681205)"
218,Harrison & Oakley,41.87398752,-87.68358895,0,1,"(41.87398752, -87.68358895)"
219,Harrison & Western,41.87396137,-87.68600523,0,1,"(41.87396137, -87.68600523)"
220,Harrison & Campbell,41.873922,-87.688543,0,1,"(41.873922, -87.688543)"
221,Harrison & Maplewood,41.873913,-87.690493,0,1,"(41.873913, -87.690493)"
222,Harrison & Washtenaw,41.87385,-87.693579,0,1,"(41.87385, -87.693579)"
223,Harrison & California,41.87385973,-87.69597837,0,1,"(41.87385973, -87.69597837)"
224,Harrison & Francisco,41.873809,-87.698405,0,1,"(41.873809, -87.698405)"
225,Harrison & Sacramento,41.87385863,-87.70085097,0,1,"(41.87385863, -87.70085097)"
226,Harrison & Albany,41.87382263,-87.70329197,0,1,"(41.87382263, -87.70329197)"
227,Harrison & Kedzie,41.8737524,-87.70571896,0,1,"(41.8737524, -87.70571896)"
228,Congress & Kedzie,41.87496738,-87.70608349,0,1,"(41.87496738, -87.70608349)"
229,Congress & Spaulding,41.87460174,-87.70823931,0,1,"(41.87460174, -87.70823931)"
230,Congress & Homan,41.87459474,-87.71053731,0,1,"(41.87459474, -87.71053731)"
231,Congress & St. Louis,41.87437666,-87.71239028,0,1,"(41.87437666, -87.71239028)"
233,3700 W Congress,41.87452996,-87.71790509,0,1,"(41.87452996, -87.71790509)"
234,Congress & Hamlin/Independence,41.87450949,-87.71961417,0,1,"(41.87450949, -87.71961417)"
235,Congress & Springfield,41.874496,-87.722588,0,1,"(41.874496, -87.722588)"
237,Congress & Karlov,41.87439868,-87.72774701,0,1,"(41.87439868, -87.72774701)"
239,Congress & Kildare,41.87434644,-87.73270301,0,1,"(41.87434644, -87.73270301)"
240,Harrison & Kostner,41.87377475,-87.73569932,0,1,"(41.87377475, -87.73569932)"
241,Harrison & Kilbourn,41.87334431,-87.73746946,0,1,"(41.87334431, -87.73746946)"
242,Harrison & Kolmar,41.87330223,-87.73913875,0,1,"(41.87330223, -87.73913875)"
243,4630 W Harrison,41.87324864,-87.74082431,0,1,"(41.87324864, -87.74082431)"
244,Harrison & Kilpatrick,41.87319817,-87.7424164,0,1,"(41.87319817, -87.7424164)"
246,Harrison & Lavergne,41.87307396,-87.74898757,0,1,"(41.87307396, -87.74898757)"
247,Harrison & Leamington,41.87305352,-87.75320123,0,1,"(41.87305352, -87.75320123)"
248,Harrison & Laramie,41.8730184,-87.75465067,0,1,"(41.8730184, -87.75465067)"
249,Harrison & Lockwood,41.87295351,-87.75730323,0,1,"(41.87295351, -87.75730323)"
250,5400 W Harrison,41.87295262,-87.75948024,0,1,"(41.87295262, -87.75948024)"
252,Harrison & Central,41.87292396,-87.76447722,0,1,"(41.87292396, -87.76447722)"
257,5500 W Roosevelt,41.86555077,-87.76277284,0,1,"(41.86555077, -87.76277284)"
258,Roosevelt & 54th Avenue,41.86559297,-87.75945922,0,1,"(41.86559297, -87.75945922)"
259,5300 W. Roosevelt,41.86564938,-87.75705277,0,1,"(41.86564938, -87.75705277)"
260,Roosevelt & Laramie,41.86564859,-87.75467392,0,1,"(41.86564859, -87.75467392)"
261,Roosevelt & 51st Avenue,41.86573504,-87.75213825,0,1,"(41.86573504, -87.75213825)"
262,Roosevelt & 50th Avenue,41.86574977,-87.74975926,0,1,"(41.86574977, -87.74975926)"
263,Roosevelt & 49th Avenue,41.86578791,-87.74732747,0,1,"(41.86578791, -87.74732747)"
265,Roosevelt & 47th Avenue,41.86585838,-87.74241065,0,1,"(41.86585838, -87.74241065)"
268,Roosevelt & Kilbourn,41.8659273,-87.73749989,0,1,"(41.8659273, -87.73749989)"
270,Roosevelt & Kildare,41.86599795,-87.73259722,0,1,"(41.86599795, -87.73259722)"
272,Roosevelt & Karlov,41.866075,-87.727721,0,1,"(41.866075, -87.727721)"
274,Roosevelt & Springfield,41.86611509,-87.72282126,0,1,"(41.86611509, -87.72282126)"
275,Roosevelt & Independence,41.86614847,-87.72026246,0,1,"(41.86614847, -87.72026246)"
277,Roosevelt & Lawndale,41.86617777,-87.71794192,0,1,"(41.86617777, -87.71794192)"
278,Roosevelt & Central Park,41.86620404,-87.71563462,0,1,"(41.86620404, -87.71563462)"
279,Roosevelt & St. Louis,41.866258,-87.713081,0,1,"(41.866258, -87.713081)"
280,Roosevelt & Homan,41.86626105,-87.71072506,0,1,"(41.86626105, -87.71072506)"
283,Roosevelt & Albany,41.86634562,-87.703247,0,1,"(41.86634562, -87.703247)"
284,Roosevelt & Sacramento,41.8663703,-87.7009535,0,1,"(41.8663703, -87.7009535)"
285,Roosevelt & Francisco,41.866419,-87.698427,0,1,"(41.866419, -87.698427)"
287,Roosevelt & Washtenaw,41.866475,-87.693527,0,1,"(41.866475, -87.693527)"
288,Roosevelt & Talman,41.866485,-87.692302,0,1,"(41.866485, -87.692302)"
296,Roosevelt & Wolcott,41.86662475,-87.6735674,0,1,"(41.86662475, -87.6735674)"
297,Roosevelt & Wood,41.86664343,-87.67146821,0,1,"(41.86664343, -87.67146821)"
298,Roosevelt & Paulina,41.86669057,-87.66900774,0,1,"(41.86669057, -87.66900774)"
300,Roosevelt & Laflin,41.86676743,-87.66409989,0,1,"(41.86676743, -87.66409989)"
302,Roosevelt & Throop,41.86684613,-87.65925658,0,1,"(41.86684613, -87.65925658)"
303,Roosevelt & Racine,41.86688693,-87.65681615,0,1,"(41.86688693, -87.65681615)"
305,Roosevelt & Blue Island,41.86693795,-87.65360529,0,1,"(41.86693795, -87.65360529)"
306,Roosevelt & Morgan,41.86702954,-87.65122372,0,1,"(41.86702954, -87.65122372)"
307,900 W Roosevelt,41.86700611,-87.64940554,0,1,"(41.86700611, -87.64940554)"
310,Roosevelt & Jefferson,41.86711861,-87.64227064,0,1,"(41.86711861, -87.64227064)"
312,Roosevelt & Canal,41.86713891,-87.63882598,0,1,"(41.86713891, -87.63882598)"
313,327 W Roosevelt,41.86718878,-87.63557243,0,1,"(41.86718878, -87.63557243)"
315,Roosevelt & Clark,41.86723861,-87.63060611,0,1,"(41.86723861, -87.63060611)"
316,Roosevelt & State,41.86728699,-87.62711056,0,1,"(41.86728699, -87.62711056)"
318,Roosevelt & Michigan,41.867333,-87.624345,0,1,"(41.867333, -87.624345)"
326,327 W Roosevelt,41.86741626,-87.6355436,0,1,"(41.86741626, -87.6355436)"
327,Roosevelt & Canal,41.86740019,-87.63905542,0,1,"(41.86740019, -87.63905542)"
328,Roosevelt & Clinton,41.86735198,-87.64057609,0,1,"(41.86735198, -87.64057609)"
329,Roosevelt & Jefferson,41.86732793,-87.64204071,0,1,"(41.86732793, -87.64204071)"
332,900 W Roosevelt,41.86721921,-87.64943144,0,1,"(41.86721921, -87.64943144)"
333,Roosevelt & Morgan,41.86718872,-87.65089349,0,1,"(41.86718872, -87.65089349)"
334,Roosevelt & Blue Island,41.8671672,-87.65307965,0,1,"(41.8671672, -87.65307965)"
335,Roosevelt & May,41.86711341,-87.65499111,0,1,"(41.86711341, -87.65499111)"
336,Roosevelt & Racine,41.86710533,-87.65651505,0,1,"(41.86710533, -87.65651505)"
337,Roosevelt & Throop,41.86706609,-87.65903469,0,1,"(41.86706609, -87.65903469)"
340,Roosevelt & Ashland,41.86695091,-87.66619588,0,1,"(41.86695091, -87.66619588)"
341,Roosevelt & Paulina,41.86702876,-87.66879274,0,1,"(41.86702876, -87.66879274)"
342,Roosevelt & Wood,41.86700369,-87.67112322,0,1,"(41.86700369, -87.67112322)"
343,Roosevelt & Wolcott,41.86695936,-87.67353822,0,1,"(41.86695936, -87.67353822)"
344,Roosevelt & Damen,41.86693534,-87.67595278,0,1,"(41.86693534, -87.67595278)"
348,Roosevelt & Western,41.86671595,-87.68585449,0,1,"(41.86671595, -87.68585449)"
349,Roosevelt & Campbell,41.86668409,-87.68877572,0,1,"(41.86668409, -87.68877572)"
350,Roosevelt & Talman,41.86659701,-87.692167,0,1,"(41.86659701, -87.692167)"
351,Roosevelt & Washtenaw,41.86663483,-87.6933021,0,1,"(41.86663483, -87.6933021)"
353,Roosevelt & Francisco,41.86656508,-87.69825112,0,1,"(41.86656508, -87.69825112)"
354,Roosevelt & Sacramento,41.86653975,-87.70064598,0,1,"(41.86653975, -87.70064598)"
355,Roosevelt & Albany,41.86651191,-87.70314478,0,1,"(41.86651191, -87.70314478)"
356,Roosevelt & Kedzie,41.86650058,-87.70540269,0,1,"(41.86650058, -87.70540269)"
357,Roosevelt & Spaulding,41.86644971,-87.70792594,0,1,"(41.86644971, -87.70792594)"
358,Roosevelt & Homan,41.86641794,-87.71026976,0,1,"(41.86641794, -87.71026976)"
359,Roosevelt & St. Louis,41.86640459,-87.71287363,0,1,"(41.86640459, -87.71287363)"
361,Roosevelt & Lawndale,41.86634534,-87.71776518,0,1,"(41.86634534, -87.71776518)"
362,Roosevelt & Independence,41.86632553,-87.71938526,0,1,"(41.86632553, -87.71938526)"
364,Roosevelt & Springfield,41.86628473,-87.72265925,0,1,"(41.86628473, -87.72265925)"
365,Roosevelt & Pulaski,41.86625401,-87.72504075,0,1,"(41.86625401, -87.72504075)"
366,Roosevelt & Karlov,41.86620917,-87.72754305,0,1,"(41.86620917, -87.72754305)"
367,Roosevelt & Keeler,41.86618436,-87.72995235,0,1,"(41.86618436, -87.72995235)"
368,Roosevelt & Kildare,41.86612304,-87.73235721,0,1,"(41.86612304, -87.73235721)"
369,Roosevelt & Kostner,41.86610406,-87.73479765,0,1,"(41.86610406, -87.73479765)"
370,Roosevelt & Kilbourn,41.86606861,-87.73720243,0,1,"(41.86606861, -87.73720243)"
373,Roosevelt & 47th Avenue,41.86601816,-87.7422535,0,1,"(41.86601816, -87.7422535)"
375,Roosevelt & 49th Avenue,41.86593304,-87.74702963,0,1,"(41.86593304, -87.74702963)"
376,Roosevelt & 50th Avenue,41.86590245,-87.74946275,0,1,"(41.86590245, -87.74946275)"
377,Roosevelt & 51st Avenue,41.86584906,-87.75203042,0,1,"(41.86584906, -87.75203042)"
379,5300 W Roosevelt,41.86581474,-87.7570127,0,1,"(41.86581474, -87.7570127)"
380,Roosevelt & 54th Avenue,41.86576771,-87.75926107,0,1,"(41.86576771, -87.75926107)"
381,5500 W Roosevelt,41.86571503,-87.7620988,0,1,"(41.86571503, -87.7620988)"
382,Roosevelt & Central,41.86566632,-87.76416931,0,1,"(41.86566632, -87.76416931)"
386,Madison & Austin Terminal,41.880313,-87.774043,0,1,"(41.880313, -87.774043)"
388,Madison & Mayfield,41.88000915,-87.7714723,0,1,"(41.88000915, -87.7714723)"
389,Madison & Menard,41.88008776,-87.76992191,0,1,"(41.88008776, -87.76992191)"
390,Madison & Waller,41.88010476,-87.76821491,0,1,"(41.88010476, -87.76821491)"
391,Madison & Parkside,41.88014676,-87.76661691,0,1,"(41.88014676, -87.76661691)"
393,Madison & Pine,41.88018349,-87.7632177,0,1,"(41.88018349, -87.7632177)"
394,Madison & Lotus,41.88020276,-87.76191891,0,1,"(41.88020276, -87.76191891)"
395,Madison & Long,41.88019981,-87.75996715,0,1,"(41.88019981, -87.75996715)"
396,Madison & Lockwood,41.88025187,-87.75778965,0,1,"(41.88025187, -87.75778965)"
397,Madison & Laramie,41.88027,-87.75526,0,1,"(41.88027, -87.75526)"
402,Madison & Kilpatrick,41.880443,-87.742998,0,1,"(41.880443, -87.742998)"
403,Madison & Kenton,41.880475,-87.740705,0,1,"(41.880475, -87.740705)"
406,Madison & Kildare,41.88053063,-87.7331241,0,1,"(41.88053063, -87.7331241)"
409,Madison & Pulaski,41.88061422,-87.72582347,0,1,"(41.88061422, -87.72582347)"
410,Madison & Springfield,41.880697,-87.723388,0,1,"(41.880697, -87.723388)"
412,Madison & Central Park,41.8808072,-87.7159745,0,1,"(41.8808072, -87.7159745)"
413,Madison & St. Louis,41.88081388,-87.71381964,0,1,"(41.88081388, -87.71381964)"
415,Madison & Spaulding,41.880887,-87.708722,0,1,"(41.880887, -87.708722)"
416,Madison & Kedzie,41.880902,-87.706333,0,1,"(41.880902, -87.706333)"
417,Madison & Albany,41.880952,-87.703147,0,1,"(41.880952, -87.703147)"
